cultivar,orchard_id,location,flag,month,normal_pr,stress_pr,difference,n_normal,n_stress
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,January,0.34025,0.0632,-0.27705,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,February,0.34525,0.069,-0.27625,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,March,0.62065,0.0146,-0.6060500000000001,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,April,0.62225,0.0145,-0.60775,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,May,0.62375,0.0159,-0.60785,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,June,0.18935,0.0278,-0.16155,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,July,0.1893,0.0274,-0.1619,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,August,0.1931,0.0265,-0.1666,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,September,0.0275,0.0263,-0.0011999999999999997,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,October,0.0267,0.024,-0.002700000000000001,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,November,0.025500000000000002,0.0249,-0.0006000000000000033,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,December,0.34490000000000004,0.0662,-0.27870000000000006,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,January,0.34025,0.0632,-0.27705,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,February,0.34525,0.069,-0.27625,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,March,0.62065,0.0146,-0.6060500000000001,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,April,0.62225,0.0145,-0.60775,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,May,0.62375,0.0159,-0.60785,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,June,0.18935,0.0278,-0.16155,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,July,0.1893,0.0274,-0.1619,2,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,August,0.1931,0.0265,-0.1666,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,September,0.0266,0.0281,0.0015000000000000013,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,October,0.025599999999999998,0.0262,0.0006000000000000033,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,November,0.02555,0.0248,-0.0007500000000000007,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,December,0.36100000000000004,0.034,-0.32700000000000007,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,January,0.3539,0.0359,-0.318,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,February,0.36260000000000003,0.0343,-0.32830000000000004,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,March,0.5073,0.2413,-0.266,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,April,0.50725,0.2445,-0.26275,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,May,0.50795,0.2475,-0.26045,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,June,0.18384999999999999,0.0388,-0.14504999999999998,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,July,0.18239999999999998,0.0412,-0.1412,2,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,August,0.18560000000000001,0.0415,-0.1441,2,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,September,0.0281,0.0266,-0.0015000000000000013,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,October,0.0262,0.025599999999999998,-0.0006000000000000033,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,November,0.0248,0.02555,0.0007500000000000007,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,December,0.034,0.36100000000000004,0.32700000000000007,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,January,0.0359,0.3539,0.318,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,February,0.0343,0.36260000000000003,0.32830000000000004,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,March,0.2413,0.5073,0.266,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,April,0.2445,0.50725,0.26275,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,May,0.2475,0.50795,0.26045,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,June,0.0388,0.18384999999999999,0.14504999999999998,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,July,0.0412,0.18239999999999998,0.1412,1,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,August,0.0415,0.18560000000000001,0.1441,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,September,0.0266,0.0281,0.0015000000000000013,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,October,0.025599999999999998,0.0262,0.0006000000000000033,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,November,0.02555,0.0248,-0.0007500000000000007,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,December,0.36100000000000004,0.034,-0.32700000000000007,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,January,0.3539,0.0359,-0.318,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,February,0.36260000000000003,0.0343,-0.32830000000000004,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,March,0.5073,0.2413,-0.266,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,April,0.50725,0.2445,-0.26275,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,May,0.50795,0.2475,-0.26045,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,June,0.18384999999999999,0.0388,-0.14504999999999998,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,July,0.18239999999999998,0.0412,-0.1412,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,August,0.18560000000000001,0.0415,-0.1441,2,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,September,0.0281,0.0266,-0.0015000000000000013,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,October,0.0262,0.025599999999999998,-0.0006000000000000033,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,November,0.0248,0.02555,0.0007500000000000007,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,December,0.034,0.36100000000000004,0.32700000000000007,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,January,0.0359,0.3539,0.318,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,February,0.0343,0.36260000000000003,0.32830000000000004,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,March,0.2413,0.5073,0.266,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,April,0.2445,0.50725,0.26275,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,May,0.2475,0.50795,0.26045,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,June,0.0388,0.18384999999999999,0.14504999999999998,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,July,0.0412,0.18239999999999998,0.1412,1,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,August,0.0415,0.18560000000000001,0.1441,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,September,0.02665,0.0277,0.0010499999999999989,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,October,0.0269,0.027,9.99999999999994e-05,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,November,0.0282,0.0271,-0.0011000000000000003,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,December,0.23155,0.1838,-0.047750000000000015,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,January,0.2303,0.1865,-0.043800000000000006,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,February,0.23285,0.1897,-0.043149999999999994,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,March,0.40145,0.0004,-0.40104999999999996,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,April,0.39880000000000004,0.0003,-0.3985,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,May,0.4006,0.0005,-0.4001,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,June,0.77765,0.0339,-0.7437499999999999,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,July,0.7759,0.0294,-0.7465,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,August,0.7747999999999999,0.0356,-0.7392,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,September,0.0271,0.0268,-0.0002999999999999982,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,October,0.0266,0.0276,0.0010000000000000009,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,November,0.02815,0.0272,-0.0009500000000000029,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,December,0.14125,0.3644,0.22315000000000002,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,January,0.14055,0.366,0.22544999999999998,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,February,0.1406,0.3742,0.23359999999999997,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,March,0.1683,0.4667,0.2984,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,April,0.16745000000000002,0.463,0.29555,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,May,0.1713,0.4591,0.2878,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,June,0.40885000000000005,0.7715,0.3626499999999999,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,July,0.4067,0.7678,0.36110000000000003,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,August,0.41309999999999997,0.759,0.34590000000000004,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,September,0.02665,0.0277,0.0010499999999999989,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,October,0.0269,0.027,9.99999999999994e-05,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,November,0.0282,0.0271,-0.0011000000000000003,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,December,0.23155,0.1838,-0.047750000000000015,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,January,0.2303,0.1865,-0.043800000000000006,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,February,0.23285,0.1897,-0.043149999999999994,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,March,0.40145,0.0004,-0.40104999999999996,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,April,0.39880000000000004,0.0003,-0.3985,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,May,0.4006,0.0005,-0.4001,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,June,0.77765,0.0339,-0.7437499999999999,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,July,0.7759,0.0294,-0.7465,2,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,August,0.7747999999999999,0.0356,-0.7392,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,September,0.0268,0.0271,0.0002999999999999982,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,October,0.0276,0.0266,-0.0010000000000000009,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,November,0.0272,0.02815,0.0009500000000000029,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,December,0.3644,0.14125,-0.22315000000000002,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,January,0.366,0.14055,-0.22544999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,February,0.3742,0.1406,-0.23359999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,March,0.4667,0.1683,-0.2984,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,April,0.463,0.16745000000000002,-0.29555,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,May,0.4591,0.1713,-0.2878,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,June,0.7715,0.40885000000000005,-0.3626499999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,July,0.7678,0.4067,-0.36110000000000003,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cold,August,0.759,0.41309999999999997,-0.34590000000000004,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_dry,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,September,0.0271,0.0268,-0.0002999999999999982,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,October,0.0266,0.0276,0.0010000000000000009,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,November,0.02815,0.0272,-0.0009500000000000029,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,December,0.14125,0.3644,0.22315000000000002,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,January,0.14055,0.366,0.22544999999999998,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,February,0.1406,0.3742,0.23359999999999997,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,March,0.1683,0.4667,0.2984,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,April,0.16745000000000002,0.463,0.29555,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,May,0.1713,0.4591,0.2878,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,June,0.40885000000000005,0.7715,0.3626499999999999,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,July,0.4067,0.7678,0.36110000000000003,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_heat,August,0.41309999999999997,0.759,0.34590000000000004,2,1
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,September,0.0277,0.02665,-0.0010499999999999989,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,October,0.027,0.0269,-9.99999999999994e-05,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,November,0.0271,0.0282,0.0011000000000000003,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,December,0.1838,0.23155,0.047750000000000015,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,January,0.1865,0.2303,0.043800000000000006,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,February,0.1897,0.23285,0.043149999999999994,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,March,0.0004,0.40145,0.40104999999999996,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,April,0.0003,0.39880000000000004,0.3985,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,May,0.0005,0.4006,0.4001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,June,0.0339,0.77765,0.7437499999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,July,0.0294,0.7759,0.7465,1,2
