cultivar,orchard_id,location,flag,flag_value,month,mean_PrDCAgtCA,N
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,1,March,0.2413,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,0,April,0.50725,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,1,April,0.2445,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,0,May,0.50795,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,1,May,0.2475,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,0,June,0.18384999999999999,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,1,June,0.0388,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,0,July,0.18239999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,1,July,0.0412,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,0,August,0.18560000000000001,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_dry,1,August,0.0415,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_wet,1,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_humid,1,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,September,0.0269,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,September,0.027200000000000002,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,October,0.0272,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,October,0.0251,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,November,0.0262,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,November,0.024849999999999997,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,December,0.6558,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,December,0.0501,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,January,0.6446,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,January,0.049550000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,February,0.6562,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,February,0.05165,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,March,1.0,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,March,0.12794999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,April,1.0,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,April,0.1295,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,May,1.0,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,May,0.1317,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,June,0.3399,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,June,0.033299999999999996,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,July,0.3374,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,July,0.0343,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,0,August,0.3447,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_heat,1,August,0.034,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,September,0.0266,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,September,0.0281,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,October,0.025599999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,October,0.0262,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,November,0.02555,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,November,0.0248,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,December,0.36100000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,December,0.034,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,January,0.3539,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,January,0.0359,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,February,0.36260000000000003,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,February,0.0343,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,March,0.5073,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,March,0.2413,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,April,0.50725,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,April,0.2445,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,May,0.50795,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,May,0.2475,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,June,0.18384999999999999,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,June,0.0388,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,July,0.18239999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,July,0.0412,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,0,August,0.18560000000000001,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cold,1,August,0.0415,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,September,0.0275,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,September,0.0263,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,October,0.0267,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,October,0.024,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,November,0.025500000000000002,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,November,0.0249,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,December,0.34490000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,December,0.0662,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,January,0.34025,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,January,0.0632,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,February,0.34525,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,February,0.069,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,March,0.62065,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,March,0.0146,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,April,0.62225,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,April,0.0145,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,May,0.62375,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,May,0.0159,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,June,0.18935,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,June,0.0278,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,July,0.1893,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,July,0.0274,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,0,August,0.1931,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_dry,1,August,0.0265,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_humid,1,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,September,0.0275,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,September,0.0263,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,October,0.0267,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,October,0.024,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,November,0.025500000000000002,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,November,0.0249,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,December,0.34490000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,December,0.0662,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,January,0.34025,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,January,0.0632,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,February,0.34525,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,February,0.069,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,March,0.62065,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,March,0.0146,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,April,0.62225,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,April,0.0145,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,May,0.62375,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,May,0.0159,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,June,0.18935,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,June,0.0278,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,July,0.1893,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,July,0.0274,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,0,August,0.1931,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_heat,1,August,0.0265,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,September,0.0275,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,September,0.0263,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,October,0.0267,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,October,0.024,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,November,0.025500000000000002,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,November,0.0249,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,December,0.34490000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,December,0.0662,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,January,0.34025,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,January,0.0632,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,February,0.34525,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,February,0.069,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,March,0.62065,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,March,0.0146,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,April,0.62225,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,April,0.0145,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,May,0.62375,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,May,0.0159,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,June,0.18935,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,June,0.0278,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,July,0.1893,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,July,0.0274,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,0,August,0.1931,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cold,1,August,0.0265,1
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_dry,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_humid,1,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),spring_cold,1,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,September,0.0266,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,September,0.0281,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,October,0.025599999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,October,0.0262,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,November,0.02555,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,November,0.0248,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,December,0.36100000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,December,0.034,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,January,0.3539,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,January,0.0359,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,February,0.36260000000000003,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,February,0.0343,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,March,0.5073,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,March,0.2413,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,April,0.50725,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,April,0.2445,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,May,0.50795,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,May,0.2475,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,June,0.18384999999999999,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,June,0.0388,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,July,0.18239999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,July,0.0412,1
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,0,August,0.18560000000000001,2
Honeycrisp,HC_O1,Othello (Adams County),spring_warm,1,August,0.0415,1
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),extreme_heat,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),frost,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_quincy,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,September,0.0281,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,September,0.0266,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,October,0.0262,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,October,0.025599999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,November,0.0248,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,November,0.02555,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,December,0.034,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,December,0.36100000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,January,0.0359,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,January,0.3539,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,February,0.0343,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,February,0.36260000000000003,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,March,0.2413,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,March,0.5073,2
